id,text,pos
27176,vyprodání,N
27177,vyprostit,V
27178,vyprovodit,V
27179,vyprovokovaný,A
27180,vyprovokovat,V
27181,vyprovázet,V
27182,vyproštění,N
27183,vyprošťovací,A
27184,vyprošťování,N
27185,vyprání,N
27186,vypráskat,V
27187,vyprávěcí,A
27188,vyprávějící,A
27189,vyprávěnka,N
27190,vyprávění,N
27191,vyprávěný,A
27192,vyprávět,V
27193,vyprázdnit,V
27194,vyprázdnění,N
27195,vyprázdněný,A
27196,vyprášit,V
27197,vypršení,N
27198,vypršet,V
27199,vypsat,V
27200,vypsání,N
27201,vyptat,V
27202,vyptávat,V
27203,vyptávání,N
27204,vypudit,V
27205,vypuknutí,N
27206,vypustit,V
27207,vypuzení,N
27208,vypuštěný,A
27209,vypálení,N
27210,vypálený,A
27211,vypálit,V
27212,vypátrat,V
27213,vypátrání,N
27214,vypáčení,N
27215,vypáčený,A
27216,vypáčit,V
27217,vypíchnout,V
27218,vypínací,A
27219,vypínat,V
27220,vypínač,N
27221,vypínání,N
27222,vypískat,V
27223,vypít,V
27224,vypěnit,V
27225,vypěstovaný,A
27226,vypěstovat,V
27227,vypěstování,N
27228,vypětí,N
27229,vypůjčit,V
27230,vypůjčovat,V
27231,vyrazit,V
27232,vyražený,A
27233,vyrobení,N
27234,vyrobený,A
27235,vyrobit,V
27236,vyrojit,V
27237,vyrovnanost,N
27238,vyrovnaný,A
27239,vyrovnaně,D
27240,vyrovnat,V
27241,vyrovnání,N
27242,vyrovnávací,A
27243,vyrovnávající,A
27244,vyrozumění,N
27245,vyrozumět,V
27246,vyrušit,V
27247,vyrušený,A
27248,vyrytý,A
27249,vyrábějící,A
27250,vyrábění,N
27251,vyrábět,V
27252,vyrážečka,N
27253,vyrážka,N
27254,vyrýt,V
27255,vyrývat,V
27256,vyrůst,V
27257,vyrůstající,A
27258,vyrůstat,V
27259,vysadit,V
27260,vysavač,N
27261,vysazení,N
27262,vysazený,A
27263,vysazovat,V
27264,vysazování,N
27265,vysbírat,V
27266,vyschnout,V
27267,vyschnutí,N
27268,vysedět,V
27269,vysekaný,A
27270,vysekat,V
27271,vysekávat,V
27272,vysilující,A
27273,vyskakovat,V
27274,vyskočit,V
27275,vyskytnout,V
27276,vyskytovat,V
27277,vyslanec,N
27278,vyslankyně,N
27279,vyslaný,A
27280,vyslat,V
27281,vyslechnout,V
27282,vyslechnutí,N
27283,vyslechnutý,A
27284,vysledovat,V
27285,vysloužilec,N
27286,vysloužilý,A
27287,vysloužit,V
27288,vyslovení,N
27289,vyslovený,A
27290,vysloveně,D
27291,vyslovit,V
27292,vyslovitelný,A
27293,vyslovovat,V
27294,vyslání,N
27295,vyslýchaný,A
27296,vyslýchat,V
27297,vysmát,V
27298,vysmívaný,A
27299,vysmívat,V
27300,vysoce,D
27301,vysoko,D
27302,vysokoškolačka,N
27303,vysokoškolsky,D
27304,vysokoškolák,N
27305,vysoký,A
27306,vysoukat,V
27307,vysoutěžit,V
27308,vysouvací,A
27309,vysouvat,V
27310,vysoušení,N
27311,vysoušet,V
27312,vysoušeč,N
27313,vyspat,V
27314,vyspravit,V
27315,vysprávka,N
27316,vyspělost,N
27317,vyspělý,A
27318,vyspět,V
27319,vystavení,N
27320,vystavený,A
27321,vystavit,V
27322,vystavovaný,A
27323,vystavovat,V
27324,vystavovatel,N
27325,vystavování,N
27326,vystavující,A
27327,vystavění,N
27328,vystavět,V
27329,vystačit,V
27330,vystihnout,V
27331,vystihovat,V
27332,vystlaný,A
27333,vystlat,V
27334,vystoupení,N
27335,vystoupit,V
27336,vystouplý,A
27337,vystrašený,A
27338,vystrašit,V
27339,vystresovaný,A
27340,vystresovat,V
27341,vystrkovat,V
27342,vystrnadit,V
27343,vystrojený,A
27344,vystrojit,V
27345,vystrčený,A
27346,vystrčit,V
27347,vystudovaný,A
27348,vystudovat,V
27349,vystupňovaný,A
27350,vystát,V
27351,vystěhovaný,A
27352,vystěhovat,V
27353,vystěhování,N
27354,vystřelený,A
27355,vystřelit,V
27356,vystřihnout,V
27357,vystřihovat,V
27358,vystřihovánka,N
27359,vystřižený,A
27360,vystřídat,V
27361,vystřídání,N
27362,vystříhaný,A
27363,vystříkat,V
27364,vystřílet,V
27365,vysunout,V
27366,vysušení,N
27367,vysušit,V
27368,vysušovat,V
27369,vysušování,N
27370,vysvléknout,V
27371,vysvobodit,V
27372,vysvobození,N
27373,vysvěcení,N
27374,vysvěcený,A
27375,vysvědčení,N
27376,vysvětit,V
27377,vysvětlená,N
27378,vysvětlení,N
27379,vysvětlit,V
27380,vysvětlivka,N
27381,vysvětlovat,V
27382,vysvětlující,A
27383,vysychat,V
27384,vysychání,N
27385,vysypat,V
27386,vysypání,N
27387,vysypávat,V
27388,vysávání,N
27389,vysázení,N
27390,vysázený,A
27391,vysázet,V
27392,vysévat,V
27393,vysídlení,N
27394,vysídlit,V
27395,vysílací,A
27396,vysílající,A
27397,vysílat,V
27398,vysílatel,N
27399,vysílač,N
27400,vysílačka,N
27401,vysílení,N
27402,vysílený,A
27403,vysílit,V
27404,vytahaný,A
27405,vytahat,V
27406,vytahovat,V
27407,vytahování,N
27408,vytanout,V
27409,vytančit,V
27410,vytažení,N
27411,vytažený,A
27412,vytesaný,A
27413,vytesat,V
27414,vytetovaný,A
27415,vytetovat,V
27416,vytipovat,V
27417,vytipování,N
27418,vytipovávat,V
27419,vytisknout,V
27420,vytištění,N
27421,vytištěný,A
27422,vytlačení,N
27423,vytlačený,A
27424,vytlačit,V
27425,vytlačovat,V
27426,vytlačování,N
27427,vytlouci,V
27428,vytloukat,V
27429,vytlučený,A
27430,vytopení,N
27431,vytopený,A
27432,vytopit,V
27433,vytoužený,A
27434,vytočení,N
27435,vytočený,A
27436,vytočit,V
27437,vytratit,V
27438,vytrestat,V
27439,vytrhaný,A
27440,vytrhat,V
27441,vytrhnout,V
27442,vytrhávat,V
27443,vytrhávání,N
27444,vytrpět,V
27445,vytrvale,D
27446,vytrvalec,N
27447,vytrvalecký,A
27448,vytrvalkyně,N
27449,vytrvalost,N
27450,vytrvalý,A
27451,vytrvat,V
27452,vytrysknout,V
27453,vytrácet,V
27454,vytržení,N
27455,vytušit,V
27456,vytvarovat,V
27457,vytvoření,N
27458,vytvořený,A
27459,vytvořit,V
27460,vytvářející,A
27461,vytváření,N
27462,vytvářený,A
27463,vytvářet,V
27464,vytypovaný,A
27465,vytypovat,V
27466,vytyčení,N
27467,vytyčený,A
27468,vytyčit,V
27469,vytyčovat,V
27470,vytáhlý,A
27471,vytáhnout,V
27472,vytápěný,A
27473,vytápět,V
27474,vytáčení,N
27475,vytáčený,A
27476,vytáčet,V
27477,vytáčka,N
27478,vytékající,A
27479,vytékat,V
27480,vytí,N
27481,vytírat,V
27482,vytírání,N
27483,vytíženost,N
27484,vytížený,A
27485,vytížit,V
27486,vytýkat,V
27487,vytěsnit,V
27488,vytěsnění,N
27489,vytěsňovat,V
27490,vytěžení,N
27491,vytěžený,A
27492,vytěžit,V
27493,vytěžovaný,A
27494,vytěžovat,V
27495,vytěžování,N
27496,vytříbenost,N
27497,vytříděný,A
27498,vytřídit,V
27499,vytřískat,V
27500,vytřít,V
27501,vyučení,N
27502,vyučený,A
27503,vyučit,V
27504,vyučovaný,A
27505,vyučovat,V
27506,vyučování,N
27507,využitelnost,N
27508,využitelný,A
27509,využití,N
27510,využitý,A
27511,využít,V
27512,využívající,A
27513,využívaný,A
27514,využívat,V
27515,využívání,N
27516,vyvalit,V
27517,vyvanout,V
27518,vyvarovat,V
27519,vyvařit,V
27520,vyvažovací,A
27521,vyvažovat,V
27522,vyvažování,N
27523,vyvenčit,V
27524,vyvezení,N
27525,vyvezený,A
27526,vyvinout,V
27527,vyvinutí,N
27528,vyvinutý,A
27529,vyvléknout,V
27530,vyvodit,V
27531,vyvolat,V
27532,vyvolená,N
27533,vyvolený,N
27534,vyvolit,V
27535,vyvolání,N
27536,vyvolávací,A
27537,vyvolávaný,A
27538,vyvolávat,V
27539,vyvolávač,N
27540,vyvolávání,N
27541,vyvození,N
27542,vyvozovat,V
27543,vyvracet,V
27544,vyvratitelný,A
27545,vyvrhel,N
27546,vyvrtaný,A
27547,vyvrtat,V
27548,vyvrátit,V
27549,vyvržený,A
27550,vyvstat,V
27551,vyvádění,N
27552,vyvádět,V
27553,vyválčit,V
27554,vyváznout,V
27555,vyvázání,N
27556,vyvářet,V
27557,vyváženost,N
27558,vyvážený,A
27559,vyváženě,D
27560,vyvážet,V
27561,vyvážit,V
27562,vyvést,V
27563,vyvézt,V
27564,vyvýšenina,N
27565,vyvýšený,A
27566,vyvěsit,V
27567,vyvětrat,V
27568,vyvěšení,N
27569,vyvěšený,A
27570,vyvěšovat,V
27571,vyzařovaný,A
27572,vyzařovat,V
27573,vyzařování,N
27574,vyzbrojení,N
27575,vyzbrojený,A
27576,vyzbrojit,V
27577,vyzbrojovat,V
27578,vyzbrojování,N
27579,vyzdobený,A
27580,vyzdobit,V
27581,vyzdvihnout,V
27582,vyzdvihovat,V
27583,vyzdvižení,N
27584,vyzdít,V
27585,vyzdívka,N
27586,vyzděný,A
27587,vyzkoušení,N
27588,vyzkoušený,A
27589,vyzkoušet,V
27590,vyznamenat,V
27591,vyznamenání,N
27592,vyznamenávat,V
27593,vyznat,V
27594,vyznavač,N
27595,vyznavačka,N
27596,vyznačený,A
27597,vyznačit,V
27598,vyznačovat,V
27599,vyznačující,A
27600,vyznání,N
27601,vyznávat,V
27602,vyznívat,V
27603,vyznění,N
27604,vyzout,V
27605,vyzradit,V
27606,vyzrazení,N
27607,vyzrálost,N
27608,vyzrálý,A
27609,vyzrát,V
27610,vyztužený,A
27611,vyztužit,V
27612,vyzvednout,V
27613,vyzvednutí,N
27614,vyzvednutý,A
27615,vyzvedávat,V
27616,vyzvedávání,N
27617,vyzváněcí,A
27618,vyzvánění,N
27619,vyzvánět,V
27620,vyzvědač,N
27621,vyzyvatel,N
27622,vyzývající,A
27623,vyzývat,V
27624,vyzývavý,A
27625,vyzývavě,D
27626,vyústit,V
27627,vyústění,N
27628,vyúsťovat,V
27629,vyúčtování,N
27630,vyúčtovat,V
27631,vyčarovat,V
27632,vyčerpanost,N
27633,vyčerpaný,A
27634,vyčerpaně,D
27635,vyčerpat,V
27636,vyčerpání,N
27637,vyčerpávající,A
27638,vyčerpávat,V
27639,vyčesat,V
27640,vyčinit,V
27641,vyčistit,V
27642,vyčištěný,A
27643,vyčkat,V
27644,vyčkávací,A
27645,vyčkávat,V
27646,vyčkávání,N
27647,vyčlenit,V
27648,vyčlenění,N
27649,vyčleněný,A
27650,vyčnívající,A
27651,vyčnívat,V
27652,vyčíslený,A
27653,vyčíslit,V
27654,vyčíslitelnost,N
27655,vyčíslitelný,A
27656,vyčíslovat,V
27657,vyřadit,V
27658,vyřazovací,A
27659,vyřazovat,V
27660,vyřazování,N
27661,vyřezaný,A
27662,vyřezat,V
27663,vyřezávat,V
27664,vyřezávání,N
27665,vyřešení,N
27666,vyřešený,A
27667,vyřešit,V
27668,vyřizovat,V
27669,vyřizování,N
27670,vyřádit,V
27671,vyřídit,V
27672,vyříkat,V
27673,vyřízený,A
27674,vyříznout,V
27675,vyříznutý,A
27676,vyřčení,N
27677,vyřčený,A
27678,vyšachovat,V
27679,vyšetření,N
27680,vyšetřený,A
27681,vyšetřit,V
27682,vyšetřovací,A
27683,vyšetřovat,V
27684,vyšetřovatel,N
27685,vyšetřovatelka,N
27686,vyšetřovna,N
27687,vyšetřování,N
27688,vyšetřující,A
27689,vyšinutý,A
27690,vyšitý,A
27691,vyškolení,N
27692,vyškolený,A
27693,vyškolit,V
27694,vyškrtat,V
27695,vyškrtnout,V
27696,vyškrtnutí,N
27697,vyškrábnout,V
27698,vyšlapaný,A
27699,vyšlapat,V
27700,vyšlehaný,A
27701,vyšlehat,V
27702,vyšlehnout,V
27703,vyšlápnout,V
27704,vyšlý,A
27705,vyšperkovat,V
27706,vyštvat,V
27707,vyšumět,V
27708,vyšvihnout,V
27709,vyšít,V
27710,vyšívat,V
27711,vyšívání,N
27712,vyšťavený,A
27713,vyšťavit,V
27714,vyžadovaný,A
27715,vyžadovat,V
27716,vyžadování,N
27717,vyžebrat,V
27718,vyžehlený,A
27719,vyžehlit,V
27720,vyžití,N
27721,vyživovací,A
27722,vyživovaný,A
27723,vyživovat,V
27724,vyživující,A
27725,vyžrat,V
27726,vyžádaný,A
27727,vyžádat,V
27728,vyžádání,N
27729,vyžít,V
27730,vyžívat,V
27731,vzadu,D
27732,vzatý,A
27733,vzbouřenec,N
27734,vzbouřený,A
27735,vzbouřit,V
27736,vzbudit,V
27737,vzchopit,V
27738,vzdalovat,V
27739,vzdalující,A
27740,vzdálit,V
27741,vzdech,N
27742,vzdor,R
27743,vzdorovat,V
27744,vzduch,N
27745,vzducholoď,N
27746,vzduchoprázdno,N
27747,vzduchotechnika,N
27748,vzduchotěsný,A
27749,vzduchovka,N
27750,vzduchový,A
27751,vzdušnost,N
27752,vzdušný,A
27753,vzdušně,D
27754,vzdych,N
27755,vzdychat,V
27756,vzdychnout,V
27757,vzdálenost,N
27758,vzdálený,A
27759,vzdáleně,D
27760,vzdálit,V
27761,vzdání,N
27762,vzdát,V
27763,vzdělanost,N
27764,vzdělanostní,A
27765,vzdělaný,A
27766,vzdělat,V
27767,vzdělání,N
27768,vzdělávaný,A
27769,vzdělávat,V
27770,vzdělávání,N
27771,vzedmout,V
27772,vzedmutí,N
27773,vzedmutý,A
27774,vzejití,N
27775,vzejít,V
27776,vzepětí,N
27777,vzepřít,V
27778,vzestup,N
27779,vzestupný,A
27780,vzetí,N
27781,vzešlý,A
27782,vzhled,N
27783,vzhledný,A
27784,vzhledový,A
27785,vzhledově,D
27786,vzkaz,N
27787,vzkazovat,V
27788,vzkvétající,A
27789,vzkvétat,V
27790,vzkřísit,V
27791,vzkříšení,N
27792,vzlet,N
27793,vzletný,A
27794,vzletový,A
27795,vzlyk,N
27796,vzlykat,V
27797,vzlétat,V
27798,vzlétnout,V
27799,vznesení,N
27800,vznešený,A
27801,vznik,N
27802,vznikající,A
27803,vznikat,V
27804,vzniknout,V
27805,vznášedlo,N
27806,vznášející,A
27807,vznášet,V
27808,vznést,V
27809,vznítit,V
27810,vznětový,A
27811,vzor,N
27812,vzorec,N
27813,vzorek,N
27814,vzorkovat,V
27815,vzorkovna,N
27816,vzorkování,N
27817,vzorně,D
27818,vzorný,A
27819,vzorový,A
27820,vzorově,D
27821,vzpamatovat,V
27822,vzplanout,V
27823,vzplanutí,N
27824,vzpomenout,V
27825,vzpomenutý,A
27826,vzpomínaný,A
27827,vzpomínat,V
27828,vzpomínka,N
27829,vzpomínání,N
27830,vzpoura,N
27831,vzpruha,N
27832,vzpínat,V
27833,vzpínající,A
27834,vzpírat,V
27835,vzpírání,N
27836,vzpěra,N
27837,vzpěrač,N
27838,vzpěračka,N
27839,vzpěračský,A
27840,vzpřímený,A
27841,vzpřímit,V
27842,vzrostlý,A
27843,vzruch,N
27844,vzrušení,N
27845,vzrušený,A
27846,vzrušeně,D
27847,vzrušit,V
27848,vzrušivý,A
27849,vzrušovat,V
27850,vzrušující,A
27851,vzrůst,V
27852,vztah,N
27853,vztažený,A
27854,vztek,N
27855,vztekat,V
27856,vztekle,D
27857,vzteklina,N
27858,vzteklý,A
27859,vzteky,D
27860,vztlak,N
27861,vztyčený,A
27862,vztyčit,V
27863,vztyčovat,V
27864,vztáhnout,V
27865,vzájemně,D
27866,vzájemný,A
27867,vzápětí,D
27868,vzývat,V
27869,vzývání,N
27870,vábit,V
27871,vábně,D
27872,vágní,A
27873,vágně,D
27874,váha,N
27875,váhající,A
27876,váhat,V
27877,váhavost,N
27878,váhavě,D
27879,váhavý,A
27880,váhový,A
27881,válcovací,A
27882,válcovaný,A
27883,válcovna,N
27884,válcovat,V
27885,válcování,N
27886,válcový,A
27887,válec,N
27888,válenda,N
27889,válení,N
27890,válet,V
27891,váleček,N
27892,válečník,N
27893,válečnický,A
27894,válečný,A
27895,válka,N
27896,válčení,N
27897,válčit,V
27898,válčící,A
27899,vánek,N
27900,vánice,N
27901,vánoce,N
27902,vánočka,N
27903,vánočně,D
27904,vánoční,A
27905,vání,N
27906,vápencový,A
27907,vápenec,N
27908,vápenný,A
27909,vápnitý,A
27910,vápno,N
27911,vápník,N
27912,vápnění,N
27913,várka,N
27914,váza,N
27915,vázací,A
27916,vázanka,N
27917,vázaný,A
27918,vázat,V
27919,váznoucí,A
27920,váznout,V
27921,váček,N
27922,vášeň,N
27923,vášnivost,N
27924,vášnivý,A
27925,vážení,N
27926,vážit,V
27927,vážka,N
27928,vážně,D
27929,vést,V
27930,vévoda,N
27931,vévodit,V
27932,vévodkyně,N
27933,vévodství,N
27934,více,C
27935,víceboj,N
27936,vícebojař,N
27937,vícebojařka,N
27938,vícekrát,C
27939,víceletý,A
27940,vídaný,A
27941,vídat,V
27942,vídávat,V
27943,víkend,N
27944,víkendový,A
27945,víko,N
27946,vínečko,N
27947,vínko,N
27948,víno,N
27949,víra,N
27950,víska,N
27951,vítací,A
27952,vítaný,A
27953,vítat,V
27954,vítr,N
27955,vítání,N
27956,vítěz,N
27957,vítězit,V
27958,vítězka,N
27959,vítězný,A
27960,vítězně,D
27961,vítězství,N
27962,vítězící,A
27963,vízový,A
27964,vízum,N
27965,víčko,N
27966,víření,N
27967,vířivka,N
27968,vířivý,A
27969,vířit,V
27970,vířící,A
27971,vížka,N
27972,výbava,N
27973,výboj,N
27974,výbojka,N
27975,výbor,N
27976,výborná,N
27977,výborný,A
27978,výborně,D
27979,výbuch,N
27980,výbušnina,N
27981,výbušnost,N
27982,výbušný,A
27983,výběh,N
27984,výběr,N
27985,výběrový,A
27986,výběrčí,N
27987,výběžek,N
27988,východ,N
27989,východisko,N
27990,východní,A
27991,výchova,N
27992,výchovné,N
27993,výchovný,A
27994,výchovně,D
27995,výchoz,N
27996,výchozí,A
27997,výchylka,N
27998,výcvik,N
27999,výdaj,N
28000,výdajový,A
28001,výdech,N
28002,výdej,N
28003,výdejna,N
28004,výdejní,A
28005,výdobytek,N
28006,výduť,N
28007,výdělek,N
28008,výdělečně,D
28009,výdělečný,A
28010,výfuk,N
28011,výherce,N
28012,výherkyně,N
28013,výherní,A
28014,výheň,N
28015,výhled,N
28016,výhledový,A
28017,výhledově,D
28018,výhoda,N
28019,výhodnost,N
28020,výhodně,D
28021,výhodný,A
28022,výhon,N
28023,výhonek,N
28024,výhoz,N
28025,výhra,N
28026,výhrada,N
28027,výhružka,N
28028,výhružný,A
28029,výhrůžka,N
28030,výhrůžný,A
28031,výhrůžně,D
28032,výhybka,N
28033,výhybna,N
28034,výhřevnost,N
28035,výhřevný,A
28036,výhřez,N
28037,výjev,N
28038,výjezd,N
28039,výjezdní,A
28040,výjezdový,A
28041,výjimečnost,N
28042,výjimečný,A
28043,výjimečně,D
28044,výjimka,N
28045,výkal,N
28046,výkaz,N
28047,výklad,N
28048,výkladní,A
28049,výkladový,A
28050,výklenek,N
28051,výklop,N
28052,výklopný,A
28053,výklus,N
28054,výkon,N
28055,výkonnost,N
28056,výkonnostní,A
28057,výkop,N
28058,výkopový,A
28059,výkovek,N
28060,výkres,N
28061,výkresový,A
28062,výkrm,N
28063,výkrmna,N
28064,výkup,N
28065,výkupna,N
28066,výkupné,N
28067,výkupní,A
28068,výkvět,N
28069,výkyv,N
28070,výkyvný,A
28071,výkřik,N
28072,výlep,N
28073,výlepový,A
28074,výlet,N
28075,výletiště,N
28076,výletní,A
28077,výletník,N
28078,výlevka,N
28079,výlisek,N
28080,výloha,N
28081,výlohy,N
28082,výlov,N
28083,výluh,N
28084,výluka,N
28085,výlukový,A
28086,výlučnost,N
28087,výlučně,D
28088,výlučný,A
28089,výmalba,N
28090,výmluva,N
28091,výmluvnost,N
28092,výmluvný,A
28093,výmluvně,D
28094,výmol,N
28095,výmysl,N
28096,výměna,N
28097,výměník,N
28098,výměníkový,A
28099,výměr,N
28100,výměra,N
28101,výměšek,N
28102,výnos,N
28103,výnosný,A
28104,výpad,N
28105,výpadek,N
28106,výpadovka,N
28107,výpal,N
28108,výpalné,N
28109,výpar,N
28110,výparník,N
28111,výpis,N
28112,výplach,N
28113,výplata,N
28114,výplatní,A
28115,výplet,N
28116,výplod,N
28117,výplň,N
28118,výplňový,A
28119,výpomoc,N
28120,výpověď,N
28121,výpočet,N
28122,výpočtový,A
28123,výprask,N
28124,výprava,N
28125,výpravní,A
28126,výpravný,A
28127,výpravčí,N
28128,výprodej,N
28129,výpust,N
28130,výpustek,N
28131,výpusť,N
28132,výpěstek,N
28133,výpůjčka,N
28134,výpůjční,A
28135,výraz,N
28136,výrazivo,N
28137,výrazný,A
28138,výroba,N
28139,výrobce,N
28140,výrobna,N
28141,výrobní,A
28142,výron,N
28143,výrostek,N
28144,výročí,N
28145,výroční,A
28146,výrůstek,N
28147,výsada,N
28148,výsadba,N
28149,výsadek,N
28150,výsadkový,A
28151,výsadkář,N
28152,výsadní,A
28153,výsek,N
28154,výsev,N
28155,výsevek,N
28156,výsevní,A
28157,výseč,N
28158,výskat,V
28159,výskok,N
28160,výskyt,N
28161,výslech,N
28162,výslechový,A
28163,výsledek,N
28164,výsledkově,D
28165,výslednice,N
28166,výsledný,A
28167,výsluha,N
28168,výsluhový,A
28169,výsluní,N
28170,výsměch,N
28171,výsměšný,A
28172,výsost,N
28173,výstava,N
28174,výstavba,N
28175,výstaviště,N
28176,výstavka,N
28177,výstavnický,A
28178,výstavnictví,N
28179,výstavní,A
28180,výstelka,N
28181,výstižný,A
28182,výstraha,N
28183,výstražný,A
28184,výstroj,N
28185,výstup,N
28186,výstupek,N
28187,výstupní,A
28188,výstřednost,N
28189,výstřední,A
28190,výstřel,N
28191,výstřelek,N
28192,výstřih,N
28193,výstřižek,N
28194,výsuv,N
28195,výsypka,N
28196,výtah,N
28197,výtahový,A
28198,výtažek,N
28199,výtečná,N
28200,výtečník,N
28201,výtečný,A
28202,výtisk,N
28203,výtka,N
28204,výtlak,N
28205,výtluk,N
28206,výtok,N
28207,výtopna,N
28208,výtrus,N
28209,výtrysk,N
28210,výtržnictví,N
28211,výtržnost,N
28212,výtržník,N
28213,výtvarnice,N
28214,výtvarnictví,N
28215,výtvarník,N
28216,výtvarně,D
28217,výtvarný,A
28218,výtvor,N
28219,výtěr,N
28220,výtěžek,N
28221,výtěžnost,N
28222,výuční,A
28223,vývar,N
28224,vývařovna,N
28225,vývin,N
28226,vývod,N
28227,vývoj,N
28228,vývojově,D
28229,vývojář,N
28230,vývojářský,A
28231,vývoz,N
28232,vývozce,N
28233,vývozní,A
28234,vývrat,N
28235,vývrtka,N
28236,vývěska,N
28237,vývěsní,A
28238,výzbroj,N
28239,výzdoba,N
28240,výzkum,N
28241,výzkumník,N
28242,význam,N
28243,významně,D
28244,významný,A
28245,význačný,A
28246,výztuha,N
28247,výztuž,N
28248,výzva,N
28249,výzvědný,A
28250,výčep,N
28251,výčepní,A
28252,výčet,N
28253,výčnělek,N
28254,výňatek,N
28255,výřez,N
28256,výřečnost,N
28257,výřečný,A
28258,výše,N
28259,výšina,N
28260,výšivka,N
28261,výška,N
28262,výškař,N
28263,výškařka,N
28264,výškařský,A
28265,výškoměr,N
28266,výškový,A
28267,výškově,D
28268,výšlap,N
28269,výživa,N
28270,výživné,N
28271,výživný,A
28272,výživový,A
28273,včas,D
28274,včasnost,N
28275,včasný,A
28276,včela,N
28277,včelař,N
28278,včelaření,N
28279,včelařit,V
28280,včelařský,A
28281,včelařství,N
28282,včelka,N
28283,včelstvo,N
28284,včelí,A
28285,včelín,N
28286,včerejšek,N
28287,včerejší,A
28288,včetně,R
28289,včlenit,V
28290,věcička,N
28291,věcnost,N
28292,věcný,A
28293,věda,N
28294,vědec,N
28295,vědkyně,N
28296,vědma,N
28297,vědomost,N
28298,vědomostní,A
28299,vědomí,N
28300,vědoucí,A
28301,vědro,N
28302,vědátor,N
28303,vědět,V
28304,věhlasný,A
28305,vějíř,N
28306,věkový,A
28307,věkově,D
28308,věnec,N
28309,věneček,N
28310,věnný,A
28311,věno,N
28312,věnovaný,A
